customer_id,customer_name,email,city,state,region,signup_date,customer_segment
814369,Ved Malhotra,ved.malhotra982@outlook.com,,Haryana,North,2024-04-07,Consumer
925336,Riya Bose,riya.bose232@outlook.com,Hyderabad,Telangana,South,2026-04-02,Consumer
577818,Tanvi Menon,tanvi.menon771@outlook.com,Surat,Gujarat,West,2024-03-04,Consumer
384470,Akash  Khan,akash.khan491@yahoo.com,Nagpur,Maharashtra,West,2025-09-03,Consumer
384876, Ved Reddy ,ved.reddy787@outlook.com,Indore,Madhya Pradesh,Central,2025-04-21,Consumer
601846,mihir pillai,mihir.pillai945@outlook.com,Noida,Uttar Pradesh,North,2025-06-02,Consumer
310574,Sahil Malhotra,sahil.malhotra134@yahoo.com,Bhopal,Madhya Pradesh,Central,2025-06-04,Consumer
475655,Sameer Banerjee,sameer.banerjee691@gmail.com,Hyderabad,Telangana,South,2024-12-21,Consumer
765325,Ananya Patel,ANANYA.PATEL252@YAHOO.COM,Mumbai,Maharashtra,West,2024-04-07,Small Business
740287,Rahul Pillai,rahul.pillai891@yahoo.com,Mumbai,Maharashtra,West,2025-04-21,Consumer
730472,Kabir Bose,kabir.bose366@yahoo.com,Pune ,Maharashtra,West,2024-08-01,Consumer
158505,Priya Bhat,priya.bhat604@outlook.com,Bhopal,Madhya Pradesh,Central,2024-07-28,Consumer
759247,Tanvi Sharma,tanvi.sharma902@yahoo.com,Gurugram,Haryana,North,2025-03-12,Consumer
185572,Arnav Mehta,arnav.mehta894@yahoo.com,Ahmedabad,Gujarat,West,2026-04-07,Consumer
504504,Rahul Reddy,rahul.reddy558@outlook.com,Chennai,Tamil Nadu,South,2025-03-17,Consumer
200363,Mihir Reddy,mihir.reddy134@gmail.com,Kolkata,West Bengal,East,2024-01-31,Consumer
551603,Rahul Menon, rahul.menon384@gmail.com ,Bhubaneswar,Odisha,East,2024-10-20,Corporate
740696,Diya Menon,diya.menon19@outlook.com,Jaipur,Rajasthan,West ,2024-02-08,Consumer
756713,Varun Kapoor,varun.kapoor279@outlook.com,Surat,Gujarat,West,2025-02-25,Consumer
375259,Kavya Sharma,kavya.sharma349@gmail.com,Bhopal,Madhya Pradesh,Central,2024-02-03,Corporate
800130,Aditya Gupta,aditya.gupta139@yahoo.com,Lucknow,Uttar Pradesh,,2024-06-14,Consumer
419328,Nikhil Banerjee,nikhil.banerjee728@yahoo.com,Chennai,Tamil Nadu,South,2025-11-11,Small Business
853329,Isha Das,isha.das18@outlook.com,Kochi,Kerala,South,2025-12-10,Small Business
131550,Pranav Khan,pranav.khan920@outlook.com,Mumbai,Maharashtra,West,2025-12-11,Consumer
983577,Kabir Joshi,kabir.joshi619@gmail.com,Hyderabad,Telangana,South,2026-02-11,Consumer
188500,Sahil Khan,sahil.khan128@yahoo.com,Patna,Bihar,East,2024-10-12,Small Business
948367,Bhavya Joshi,bhavya.joshi440@gmail.com,Chennai,Tamil Nadu,South,2024-08-10,Consumer
894652,Nikhil Menon,nikhil.menon526@yahoo.com,Indore,Madhya Pradesh,Central,2026-04-12,Consumer
532932,Aarav Agarwal,aarav.agarwal838@yahoo.com,Surat,Gujarat,West,2025-05-19,Consumer
200920,Bhavya Shah,bhavya.shah844@outlook.com,Bhubaneswar,Odisha,East,2024-03-09,Consumer
905133,Rhea Verma,,Surat,Gujarat,West,2025-01-09,Consumer
938019,Aman Iyer,aman.iyer400@yahoo.com,Chennai,Tamil Nadu,South,2025-04-01,Consumer
159127,Aarav Malhotra,aarav.malhotra421@yahoo.com,Bangalore,Karnataka,South,2024-03-15,Consumer
837919,Aman Kapoor,aman.kapoor464@outlook.com,Kochi,Kerala,South,2025-08-31,Small Business
329636,Manav Rao,manav.rao983@gmail.com,Ahmedabad,Gujarat,West,2024-07-06,Consumer
989226,Yash Gupta,yash.gupta987@outlook.com,Nagpur,Maharashtra,West,2025-05-05,Consumer
710265,Arjun Nair,arjun.nair206@outlook.com,Gurugram,Haryana,North,2025-05-01,Consumer
256842,Riya Bose,riya.bose487@outlook.com,Bhopal,Madhya Pradesh,Central,2024-09-29,Consumer
717322,Priya Rao,priya.rao682@gmail.com,Lucknow,Uttar Pradesh,North,2024-02-13,Consumer
327908,Avni Malhotra,,Indore,Madhya Pradesh,Central,2025-06-07,Consumer
634991,Riya Singh,riya.singh752@outlook.com,Nagpur,Maharashtra,West,2025-03-04,Consumer
783204,Ananya Banerjee,ananya.banerjee631@gmail.com,Nagpur,Maharashtra,West,2025-09-11,Consumer
410841,Avni Desai,avni.desai701@yahoo.com,Bhubaneswar,Odisha,East,2024-07-09,Corporate
585327,Nikhil Pillai,nikhil.pillai432@yahoo.com,Noida,Uttar Pradesh,North,2026-02-12,Consumer
606624,Priya Bhat,priya.bhat582@outlook.com,Nagpur,Maharashtra,West,2026-01-09,Small Business
590465,Avni Banerjee,avni.banerjee74@outlook.com,Ahmedabad,Gujarat,West,2024-03-07,Consumer
782094,Bhavya Reddy,bhavya.reddy770@outlook.com,Ahmedabad,Gujarat,West,2025-10-06,Consumer
959389,Isha Khan,isha.khan249@gmail.com,Delhi,Delhi,North,2025-04-14,Small Business
205182,Rahul Singh,rahul.singh573@yahoo.com,Kochi,Kerala,South,2025-05-20,Small Business
534430,Rohan Banerjee,rohan.banerjee211@outlook.com,Mumbai,Maharashtra,West,2024-08-14,Consumer
259621,Rohan Bose,rohan.bose473@gmail.com,Kolkata,West Bengal,East,2024-04-24,Consumer
100900,Dhruv Rao,dhruv.rao681@gmail.com,Noida,Uttar Pradesh,North,2026-01-30,Consumer
401832,Sameer Pillai,sameer.pillai824@outlook.com,Indore,Madhya Pradesh,Central,2024-05-16,Small Business
257678,Tanvi Kulkarni,tanvi.kulkarni840@yahoo.com,Kolkata,West Bengal,East,2024-07-01,Consumer
142839,Simran Agarwal,simran.agarwal493@outlook.com,Kochi,Kerala,South,2025-10-11,Consumer
130626,Rhea Verma,rhea.verma444@yahoo.com,Pune,Maharashtra,West,2024-04-15,Consumer
159009,Varun Shah,varun.shah189@yahoo.com,,Gujarat,West,2025-12-14,Small Business
733053,Riya Agarwal,riya.agarwal390@yahoo.com,Indore,Madhya Pradesh,Central,2025-07-16,Small Business
333092, Aarav Verma ,aarav.verma626@yahoo.com,Bhopal,Madhya Pradesh,Central,2025-01-19,Consumer
360759, Varun Singh ,varun.singh439@outlook.com,Mumbai,Maharashtra,West,2025-03-23,Consumer
947085,Rhea Gupta,rhea.gupta600@gmail.com,Bhopal,Madhya Pradesh,Central,2024-04-25,Consumer
437110,Neha Reddy, neha.reddy577@gmail.com ,Bhopal,Madhya Pradesh,Central,2024-10-04,Consumer
382701,Vivek Singh,vivek.singh379@yahoo.com,Surat,Gujarat,West,2024-06-13,Consumer
230884,Pallavi Reddy,pallavi.reddy612@gmail.com,Patna,Bihar,East,2026-02-23,Consumer
926948,Riya Singh,riya.singh246@yahoo.com,Hyderabad,Telangana,South,2024-02-06,Small Business
815331,Sahil Pillai,sahil.pillai304@outlook.com,Pune,Maharashtra,West,2026-04-02,Consumer
811119,Pranav  Khan,pranav.khan641@outlook.com,Ahmedabad,Gujarat,West,2025-12-01,Consumer
816732,Arnav Mehta,,Bhubaneswar,Odisha,East,2024-01-03,Consumer
665049,Nikhil Kapoor,nikhil.kapoor858@yahoo.com,Hyderabad,Telangana,South,2024-02-16,Consumer
607287,Riya Menon,riya.menon289@outlook.com,Indore,Madhya Pradesh,Central,2025-09-03,Consumer
147429,Sahil Das,sahil.das295@gmail.com,Mumbai,Maharashtra,West,2025-09-09,Consumer
994768,Riya Bhat,riya.bhat941@gmail.com,Patna,Bihar,East,2024-02-19,Consumer
361935, Kavya Rao ,kavya.rao524@gmail.com,Nagpur,Maharashtra,West,2024-04-11,Small Business
225610,Kiara Verma,kiara.verma568@outlook.com,Jaipur,Rajasthan,North,2025-09-03,Consumer
151040,Riya Iyer,riya.iyer307@outlook.com,Chennai,Tamil Nadu,South,2024-08-09,Consumer
156249,Diya Patel,diya.patel449@outlook.com,Gurugram,Haryana,North,2024-02-07,Consumer
989775,Aditi Gupta,aditi.gupta270@outlook.com,Hyderabad,Telangana,West ,2024-08-14,Consumer
126201,Sameer Khan,sameer.khan57@yahoo.com,Nagpur,Maharashtra,West,2024-12-10,Consumer
558991,Aditi Kulkarni,aditi.kulkarni939@outlook.com,Ahmedabad,Gujarat,West,2024-08-30,Small Business
411950,Sahil Rao,sahil.rao253@outlook.com,Surat,Gujarat,West,2025-11-12,Consumer
344759,Priya Singh,priya.singh210@yahoo.com,Indore,Madhya Pradesh,Central,2025-11-06,Consumer
188247,Priya Singh,priya.singh62@gmail.com,Patna,Bihar,East,2025-09-04,Consumer
670233,Nisha  Patel,nisha.patel607@gmail.com,Hyderabad,Telangana,South,2025-04-10,Consumer
883666,Rohan Bhat,rohan.bhat187@gmail.com,Gurugram,Haryana,North,2025-03-04,Consumer
527962,Arjun  Gupta,arjun.gupta581@outlook.com,Indore,Madhya Pradesh,Central,2024-08-25,Corporate
903968,Tanvi Banerjee,tanvi.banerjee65@outlook.com,Patna,Bihar,,2024-10-19,Consumer
765560,Rhea Malhotra,rhea.malhotra739@yahoo.com,Chennai,Tamil Nadu,South,2025-05-22,Consumer
763304,Pallavi Iyer,pallavi.iyer684@gmail.com,Nagpur,Maharashtra,West,2025-05-06,Consumer
233393,Dhruv Kulkarni,dhruv.kulkarni741@gmail.com,Mumbai,Maharashtra,SOUTH,2024-11-21,Consumer
455093,Rhea Iyer,rhea.iyer982@gmail.com,Hyderabad,Telangana,South,2026-03-12,Consumer
248652,avni kulkarni,avni.kulkarni768@yahoo.com,Bengaluru,Karnataka,South,2025-05-27,Consumer
679329,Zoya Mehta,zoya.mehta315outlook.com,Indore,Madhya Pradesh,Central,2024-09-18,Consumer
627277,Arjun Menon,arjun.menon479@outlook.com,Mumbai,Maharashtra,West,2024-02-21,Small Business
719823,Zoya Patel,zoya.patel432@gmail.com,Bengaluru,Karnataka,South,2024-08-23,Consumer
849738,Aman Pillai,aman.pillai927@gmail.com,Kolkata,West Bengal,East,2025-10-11,Consumer
920802,Vivek Bhat,vivek.bhat591@outlook.com,,Madhya Pradesh,Central,2025-04-05,Small Business
778380,Aditi Patel,aditi.patel451@outlook.com,Nagpur,Maharashtra,West,2024-07-07,Consumer
759732,Neha Bose,NEHA.BOSE168@OUTLOOK.COM,Surat,Gujarat,West,2025-03-04,Consumer
670968,Yash Kulkarni,yash.kulkarni920@gmail.com,Kochi,Kerala,South,2024-05-11,Consumer
578302,Zoya Khan,zoya.khan998@yahoo.com,Bhopal,Madhya Pradesh,Central,2024-04-21,Consumer
281740,Bhavya Bose,bhavya.bose478@yahoo.com,Ahmedabad,Gujarat,West,2024-04-10,Consumer
983344,Mihir Rao,mihir.rao982@gmail.com,Noida,Uttar Pradesh,North,2025-11-26,Consumer
232362,Ved Iyer,ved.iyer847@outlook.com,Chennai,Tamil Nadu,South,2026-01-23,Consumer
866195,Mihir Rao,mihir.rao51@gmail.com,Mumbai,Maharashtra,West,2025-07-07,Consumer
440333,Bhavya Singh,bhavya.singh551@gmail.com,Surat,Gujarat,West,2024-03-05,Small Business
746968,Akash  Bhat,akash.bhat570@yahoo.com,Surat,Gujarat,West,2025-05-13,Small Business
941978,Neha Mehta,neha.mehta860@gmail.com,Gurugram,Haryana,North,2024-04-27,Consumer
870571,Vikas Verma,vikas.verma307@outlook.com,Gurugram,Haryana,North,2026-04-18,Consumer
407648,Pranav Desai,pranav.desai573@yahoo.com,Lucknow,Uttar Pradesh,North,2024-08-08,Consumer
558733,Dhruv Kulkarni,dhruv.kulkarni334@outlook.com,Kolkata,West Bengal,East,2026-01-12,Consumer
611527,Rahul Verma,rahul.verma482@yahoo.com,Hyderabad,Telangana,South,2024-10-30,Corporate
948985,Arnav Das,arnav.das153@yahoo.com,Mumbai,Maharashtra,West,2025-04-06,Consumer
875514,Zoya Das,zoya.das92@outlook.com,Nagpur,Maharashtra,south,2024-03-14,Consumer
204112,Pranav Agarwal,pranav.agarwal69@gmail.com,Surat,Gujarat,West,2024-11-29,Corporate
406241,Aarav Kapoor,aarav.kapoor231@gmail.com,Bhubaneswar,Odisha,East,2026-03-18,Consumer
379395,Pranav Iyer,pranav.iyer344@gmail.com,Indore,Madhya Pradesh,Central,2025-01-10,Consumer
391959,Aditya Kapoor,aditya.kapoor646@gmail.com,Gurugram,Haryana,North,2024-05-26,Small Business
537858,Ayush Pillai,ayush.pillai51@yahoo.com,Indore,Madhya Pradesh,Central,2024-01-26,Small Business
828898,Ishaan Desai,ishaan.desai581@gmail.com,Bhopal,Madhya Pradesh,Central,2024-05-14,Consumer
758153,Ananya Das,ananya.das794@yahoo.com,Hyderabad,Telangana,South,2025-11-06,Consumer
784164,Simran Iyer,simran.iyer965@gmail.com,Delhi,delhi,North,2026-03-25,Small Business
632863,Neha Agarwal,neha.agarwal333@yahoo.com,Chennai,Tamil Nadu,South,2025-07-17,Consumer
155485,Nikhil Sharma,nikhil.sharma275@yahoo.com,Pune,Maharashtra,West,2024-02-19,Consumer
215684,Varun Banerjee,varun.banerjee12@gmail.com,Kochi,Kerala,South,2026-04-03,Consumer
247829,Akash Gupta,akash.gupta834@outlook.com,Mumbai,Maharashtra,West,2025-09-30,Consumer
918245,Akash Malhotra,akash.malhotra775@gmail.com,Chennai,Tamil Nadu,South,2026-03-10,Consumer
667162,Bhavya Malhotra,bhavya.malhotra998@outlook.com,Jaipur,Rajasthan,North,2024-02-27,Consumer
603177,Pallavi Khan,pallavi.khan34@gmail.com,Bengaluru,Karnataka,South,2025-10-17,Consumer
629979, Vikas Das ,vikas.das634@gmail.com,Kochi,Kerala,South,2025-11-17,Consumer
754652,Sameer Pillai,sameer.pillai382@gmail.com,Noida,Uttar Pradesh,North,2025-01-23,Consumer
351483,Pranav Kulkarni,pranav.kulkarni680@yahoo.com,Bengaluru,Karnataka,South,2024-09-09,Consumer
633700,Neha Iyer,neha.iyer898@outlook.com,Chennai,Tamil Nadu,South,2025-11-22,Small Business
122935,Dhruv Bhat,dhruv.bhat559@gmail.com,Nagpur,Maharashtra,West,2024-08-23,Consumer
969755,Akash Agarwal,akash.agarwal311@gmail.com,Nagpur,Maharashtra,West,2026-03-27,Consumer
415781,Avni Malhotra,AVNI.MALHOTRA945@YAHOO.COM,Bhopal,Madhya Pradesh,Central,2025-02-08,Consumer
604773,Yash Malhotra,yash.malhotra920@yahoo.com,Bhopal,Madhya Pradesh,Central,2026-01-04,Consumer
572689,Yash Das,yash.das671@outlook.com,Bhubaneswar,Odisha,East,2026-04-29,Consumer
624404,Rhea Nair,rhea.nair583@outlook.com,Jaipur,Rajasthan,North,2025-11-10,Consumer
861788,Shreya Das,shreya.das503@outlook.com,Chennai,Tamil Nadu,South,2025-03-09,Consumer
800293,Manav Singh,,Lucknow,Uttar Pradesh,North,2024-02-02,Consumer
386418,Priya Bose,priya.bose393@gmail.com,Bhubaneswar,Odisha,East,2024-02-17,Consumer
941623,Kiara Banerjee,kiara.banerjee377@gmail.com,Hyderabad,Telangana,South,2024-03-26,Consumer
601640,Kabir Mehta,kabir.mehta992@gmail.com,Bhubaneswar,Odisha,East,2026-02-22,Consumer
800485,Akash Joshi,akash.joshi966@yahoo.com,Bengaluru,Karnataka,South,2025-09-18,Consumer
470053,Tanvi Malhotra,tanvi.malhotra160@outlook.com,Kochi,Kerala,South,2024-07-09,Consumer
591216,Aditya Rao,aditya.rao680@outlook.com,Mumbai,MH,West,2025-06-13,Small Business
984030,Varun Singh,varun.singh133@yahoo.com,Bhopal,Madhya Pradesh,Central,2024-10-17,Consumer
305633,Aman Kapoor,aman.kapoor729@gmail.com,Patna,Bihar,East,2024-02-18,Consumer
188494,Akash Desai,AKASH.DESAI935@OUTLOOK.COM,Indore,Madhya Pradesh,Central,2026-04-01,Consumer
958803,Manav Sharma,manav.sharma638@gmail.com,Kolkata,West Bengal,East,2025-04-28,Consumer
904239,Diya Reddy,diya.reddy685@outlook.com,Bhubaneswar,Odisha,East,2024-01-05,Small Business
223768,Aarav Shah,aarav.shah699@gmail.com,Bhopal,Madhya Pradesh,Central,2024-09-14,Small Business
262607,Yash Khan,yash.khan551@outlook.com,Hyderabad,Telangana,South,2025-03-27,Consumer
277952,Kabir Banerjee,kabir.banerjee970@outlook.com,Chennai,Tamil Nadu,South,2025-11-09,Small Business
148259,Kavya Mehta,kavya.mehta13@outlook.com,Bhopal,Madhya Pradesh,Central,2025-06-25,Consumer
372970,Kabir Desai,kabir.desai397@yahoo.com,Bhopal,Madhya Pradesh,Central,2024-07-17,Consumer
547445,Priya Iyer,priya.iyer316@gmail.com,Nagpur,Maharashtra,West,2024-09-04,Consumer
367193,Kabir Agarwal,kabir.agarwal638@yahoo.com,Kochi,Kerala,South,2025-02-02,Consumer
620517,Aditi Joshi,aditi.joshi427@yahoo.com,Bhubaneswar,Odisha,East,2025-06-20,Consumer
605121,Avni Das,avni.das470@yahoo.com,Delhi,Delhi,North,2024-11-22,Consumer
183671,Neha Kulkarni,neha.kulkarni938@outlook.com,Hyderabad,Telangana,South,2026-03-22,Consumer
690321,Arjun Gupta,arjun.gupta47@yahoo.com,Jaipur,Rajasthan,North,2025-03-22,Consumer
832149,Nisha Das,nisha.das319@gmail.com,Kochi,Kerala,South,2025-07-27,Consumer
681114,Kabir Das,kabir.das928@yahoo.com,Delhi,Delhi,North,2025-02-14,Consumer
550242,Ayush Rao,AYUSH.RAO689@GMAIL.COM,Hyderabad,Telangana,South,2025-10-11,Consumer
315743,Kiara Kulkarni,kiara.kulkarni645@gmail.com,Kolkata,West Bengal,East,2024-08-25,Consumer
531673,Meera Khan,meera.khan808@gmail.com,Nagpur,Maharashtra,West,2025-12-10,Corporate
834225,Ayush Reddy,,Kolkata,West Bengal,East,2024-06-18,Consumer
883973,Aditi Malhotra,aditi.malhotra857@gmail.com,Bhopal,Madhya Pradesh,Central,2024-09-30,Small Business
520596,Ananya Rao,ananya.rao185@gmail.com,Pune,Maharashtra,West,2025-06-25,Consumer
897816,Dhruv Menon,dhruv.menon149outlook.com,Kochi,Kerala,South,2025-05-12,Consumer
301355,Varun Rao,varun.rao978@gmail.com,Jaipur,Rajasthan,North,2024-03-24,Small Business
894878,Kiara Patel,kiara.patel198@yahoo.com,Jaipur,Rajasthan,North,2024-03-18,Consumer
301833, Ved Kapoor ,ved.kapoor776@yahoo.com,Pune,Maharashtra,West,2024-06-24,Consumer
718525,Isha Kulkarni,isha.kulkarni678@outlook.com,Surat,Gujarat,West,2026-04-01,Consumer
212394,Vivek Kapoor,vivek.kapoor909@outlook.com,Surat,Gujarat,West,2024-03-19,Consumer
954224,Rhea Verma,rhea.verma348@gmail.com,Hyderabad,Telangana,South,2024-11-17,Consumer
459974,Priya  Nair,priya.nair875@gmail.com,Delhi,Delhi,North,2026-02-20,Small Business
499659,Arnav Das,arnav.das489@yahoo.com,Ahmedabad,Gujarat,West,2025-12-25,Corporate
408371,Meera Reddy,meera.reddy612@outlook.com,Bengaluru,Karnataka,South,2024-05-13,Small Business
541876,Sahil Nair,sahil.nair822@yahoo.com,Hyderabad,Telangana,South,2026-04-04,Consumer
592020,Kiara Nair,kiara.nair925@outlook.com,Patna,Bihar,East,2024-05-05,Consumer
836208,Aditya Bhat,aditya.bhat47@gmail.com,Kochi,Kerala,South,2025-12-25,Consumer
383221,Pranav Khan, pranav.khan567@gmail.com ,Ahmedabad,Gujarat,West,2025-07-03,Consumer
727246,Aarav Menon,AARAV.MENON629@GMAIL.COM,Nagpur,Maharashtra,West,2026-04-03,Consumer
286212,Priya Singh,priya.singh208@gmail.com,Patna,Bihar,East,2025-01-16,Consumer
723462,Varun Iyer,varun.iyer911@outlook.com,Delhi,Delhi,North,2024-01-26,Small Business
265020,Isha Menon,isha.menon758@yahoo.com,Chennai,Tamil Nadu,South,2025-05-30,Consumer
255785,Mihir Kapoor,mihir.kapoor922@gmail.com,Patna,Bihar,East,2025-06-24,Consumer
600448,Dhruv Patel,dhruv.patel724@gmail.com,Bhubaneswar,Odisha,East,2024-10-04,Consumer
901441,Dhruv Rao,dhruv.rao991@yahoo.com,Bengaluru,Karnataka,South,2024-01-04,Consumer
611538,Rohan Reddy,rohan.reddy241@gmail.com,Delhi,Delhi,North,2025-03-29,Consumer
488226,Vikas Agarwal,vikas.agarwal493@yahoo.com,Bengaluru,Karnataka,South,2026-02-09,Small Business
508068,Rhea Menon,rhea.menon750@outlook.com,Bhubaneswar,Odisha,East,2025-02-11,Consumer
666877,Rohan Agarwal,rohan.agarwal849@yahoo.com,Patna,Bihar,East,2025-04-13,Consumer
571242,Arnav Banerjee,arnav.banerjee868@outlook.com,Indore,Madhya Pradesh,Central,2026-04-10,Consumer
593565,Pallavi Reddy,pallavi.reddy17@gmail.com,Delhi,Delhi,North,2025-11-28,Consumer
203676,Sameer Verma,sameer.verma134@yahoo.com,Bhopal,Madhya Pradesh,Central,2025-12-11,Small Business
242097,Karan Shah,karan.shah403@gmail.com,Mumbai,Maharashtra,West,2024-07-09,Consumer
996075,Shreya Singh,shreya.singh491@gmail.com,Ahmedabad,Gujarat,West,2024-12-26,Small Business
381598,Pallavi Rao,pallavi.rao219@outlook.com,Chennai,Tamil Nadu,South,2025-08-30,Small Business
442850,Sakshi Sharma,sakshi.sharma651@gmail.com,Bhubaneswar,Odisha,East,2026-02-13,Consumer
255887,Isha Menon,isha.menon906@yahoo.com,Delhi,Delhi,North,2025-09-20,Consumer
568342,Aditi Reddy, aditi.reddy918@outlook.com ,Lucknow,Uttar Pradesh,North,2024-03-15,Consumer
491764,Kavya Mehta,kavya.mehta340@yahoo.com,Indore,Madhya Pradesh,Central,2025-12-21,Consumer
377570,Vivek Shah,vivek.shah565@gmail.com,Hyderabad,Telangana,South,2024-11-11,Small Business
833912,Shreya Nair,shreya.nair713@yahoo.com,Delhi,Delhi,North,2025-02-07,Corporate
687478,Aditi Menon,aditi.menon596@outlook.com,Lucknow,Uttar Pradesh,North,2024-02-23,Consumer
752183,Sakshi Shah,sakshi.shah301@outlook.com,Indore,Madhya Pradesh,Central,2024-09-10,Consumer
629730,Neha Singh,neha.singh538@gmail.com,Nagpur,Maharashtra,West,2024-08-26,Consumer
691981,Arjun Sharma,arjun.sharma299@gmail.com,Pune,Maharashtra,West,2024-02-15,Consumer
534152,Arnav Shah,arnav.shah469@yahoo.com,Pune,Maharashtra,West,2025-10-07,Consumer
451923,Sameer Bhat,sameer.bhat828@outlook.com,Mumbai,Maharashtra,West,2025-05-03,Small Business
613386,Mihir Bose,mihir.bose751@gmail.com,Mumbai,Maharashtra,West,2024-04-29,Consumer
578458,Pranav Iyer,pranav.iyer964@gmail.com,mumbai,Maharashtra,West,2025-05-09,Consumer
724264,diya shah,diya.shah716@yahoo.com,Jaipur,Rajasthan,North,2025-03-13,Consumer
813405,Rahul Joshi,rahul.joshi783@gmail.com,Bengaluru,Karnataka,South,2025-06-25,Consumer
485707,Rhea Malhotra,rhea.malhotra564@yahoo.com,Mumbai,Maharashtra,,2026-04-23,Consumer
492901,Pranav Khan,pranav.khan347@outlook.com,Kochi,Kerala,South,2025-01-30,Consumer
981656,Nikhil Joshi,nikhil.joshi163@gmail.com,Kolkata,West Bengal,East,2025-10-25,Corporate
